player,team,league,season,position,age,minutes,team_possession_pct,psxg_net_per90,save_pct,pass_completion_pct,passes_completed_long_pct,def_actions_outside_pen_per90,crosses_stopped_pct,avg_dist_def_actions,progressive_passes_per90,progressive_passing_distance_per90,passes_into_final_third_per90,progressive_carries_per90,take_on_success_pct,padj_tackles_per90,padj_interceptions_per90,ball_recoveries_per90,blocks_per90,aerial_win_pct,tackle_win_pct,xAG_per90,sca_per90,key_passes_per90,passes_into_penalty_area_per90,take_ons_attempted_per90,tackles_att_3rd_per90,npxG_per90,shots_total_per90,touches_att_pen_per90,carries_into_penalty_area_per90,shots_on_target_pct
James Rodriguez,Rayo Vallecano,La Liga,2024/25,CM,32,2897,49.0,,,89.8,,,,,5.62,,6.67,2.12,65.8,4.46,2.42,5.27,1.19,55.8,,0.12,1.6,1.65,2.4,,,0.23,,,,
Alvaro Garcia,Rayo Vallecano,La Liga,2025/26,W,31,2385,49.0,,,,,,,,5.75,,,4.8,61.7,2.32,0.74,2.39,,,,0.26,3.75,1.98,,4.02,0.33,0.25,2.27,6.67,1.3,
Alvaro Garcia,Rayo Vallecano,La Liga,2024/25,W,30,2385,49.0,,,,,,,,6.04,,,5.04,64.8,2.44,0.78,2.51,,,,0.27,3.94,2.08,,4.22,0.35,0.26,2.38,7.0,1.37,
Jorge de Frutos,Rayo Vallecano,La Liga,2025/26,W,27,718,49.0,,,,,,,,3.91,,,5.73,44.2,2.33,0.73,3.77,,,,0.21,4.06,1.52,,3.75,1.12,0.3,1.84,5.33,2.06,
Jorge de Frutos,Rayo Vallecano,La Liga,2024/25,W,26,900,49.0,,,,,,,,3.99,,,5.84,45.1,2.38,0.74,3.85,,,,0.21,4.14,1.55,,3.83,1.14,0.31,1.88,5.44,2.1,
Adri Embarba,Rayo Vallecano,La Liga,2025/26,W,32,2719,49.0,,,,,,,,3.76,,,5.94,51.6,1.99,1.49,4.34,,,,0.2,5.36,2.66,,6.89,0.26,0.4,3.61,4.4,1.38,
Adri Embarba,Rayo Vallecano,La Liga,2024/25,W,31,2719,49.0,,,,,,,,3.95,,,6.24,54.2,2.09,1.56,4.56,,,,0.21,5.63,2.79,,7.23,0.27,0.42,3.79,4.62,1.45,
Sergio Camello,Rayo Vallecano,La Liga,2025/26,ST,23,1556,49.0,,,74.5,,,,,,,,,,1.34,,2.44,,55.6,,0.22,1.75,1.18,,,0.24,0.6,2.87,7.9,1.85,43.1
Sergio Camello,Rayo Vallecano,La Liga,2024/25,ST,22,1556,49.0,,,71.5,,,,,,,,,,1.29,,2.34,,53.4,,0.21,1.68,1.13,,,0.23,0.58,2.76,7.58,1.78,41.4
Raul de Tomas,Rayo Vallecano,La Liga,2025/26,ST,29,1075,49.0,,,69.8,,,,,,,,,,0.78,,2.06,,56.0,,0.13,2.69,1.38,,,0.51,0.48,2.86,7.65,2.14,50.6
Raul de Tomas,Rayo Vallecano,La Liga,2024/25,ST,28,1075,49.0,,,71.2,,,,,,,,,,0.8,,2.1,,57.1,,0.13,2.74,1.41,,,0.52,0.49,2.92,7.8,2.18,51.6
Randy Nteka,Rayo Vallecano,La Liga,2025/26,ST,26,2908,49.0,,,79.7,,,,,,,,,,1.3,,2.35,,56.1,,0.22,1.66,0.91,,,0.12,0.68,2.01,5.0,1.23,43.7
Randy Nteka,Rayo Vallecano,La Liga,2024/25,ST,25,2908,49.0,,,81.3,,,,,,,,,,1.33,,2.4,,57.2,,0.22,1.69,0.93,,,0.12,0.69,2.05,5.1,1.25,44.6
Predrag Rajkovic,Mallorca,La Liga,2025/26,GK,28,2878,43.5,0.22,74.8,68.2,44.5,1.78,9.9,17.7,,,,,,,,,,,,,,,,,,,,,,
Predrag Rajkovic,Mallorca,La Liga,2024/25,GK,27,2878,43.5,0.22,76.3,69.6,45.4,1.82,10.1,18.05,,,,,,,,,,,,,,,,,,,,,,
Dominik Greif,Mallorca,La Liga,2025/26,GK,27,2395,43.5,0.18,64.0,88.3,46.5,1.38,10.7,14.6,,,,,,,,,,,,,,,,,,,,,,
Dominik Greif,Mallorca,La Liga,2024/25,GK,26,2395,43.5,0.18,65.3,90.1,47.4,1.41,10.9,14.89,,,,,,,,,,,,,,,,,,,,,,
Leo Roman,Mallorca,La Liga,2025/26,GK,24,2770,43.5,-0.16,74.4,83.8,31.5,1.71,10.1,16.9,,,,,,,,,,,,,,,,,,,,,,
Leo Roman,Mallorca,La Liga,2024/25,GK,23,2770,43.5,0.0,71.4,80.4,30.2,1.64,10.0,16.22,,,,,,,,,,,,,,,,,,,,,,
Antonio Raillo,Mallorca,La Liga,2025/26,CB,32,1988,43.5,,,93.7,,,,,2.42,254.8,1.09,0.54,47.3,1.37,1.02,6.64,1.04,61.5,63.8,,,,,,,,,,,
Antonio Raillo,Mallorca,La Liga,2024/25,CB,31,1988,43.5,,,98.4,,,,,2.54,267.54,1.14,0.57,49.7,1.44,1.07,6.97,1.09,64.6,67.0,,,,,,,,,,,
Martin Valjent,Mallorca,La Liga,2025/26,CB,28,2681,43.5,,,86.0,,,,,2.13,309.9,4.54,2.08,45.4,2.95,2.48,5.65,2.4,66.9,63.9,,,,,,,,,,,
Martin Valjent,Mallorca,La Liga,2024/25,CB,27,2681,43.5,,,87.7,,,,,2.17,316.1,4.63,2.12,46.3,3.01,2.53,5.76,2.45,68.2,65.2,,,,,,,,,,,
Jose Copete,Mallorca,La Liga,2025/26,CB,24,2684,43.5,,,83.0,,,,,4.13,385.5,3.66,0.62,41.9,1.74,1.01,6.21,1.14,51.8,60.6,,,,,,,,,,,
Jose Copete,Mallorca,La Liga,2024/25,CB,23,2684,43.5,,,79.7,,,,,3.96,370.08,3.51,0.6,40.2,1.67,0.97,5.96,1.09,49.7,58.2,,,,,,,,,,,
Siebe Van der Heyden,Mallorca,La Liga,2025/26,CB,26,2507,43.5,,,87.5,,,,,3.79,377.3,1.34,0.93,67.6,2.06,2.57,4.09,1.37,67.0,65.0,,,,,,,,,,,
Siebe Van der Heyden,Mallorca,La Liga,2024/25,CB,25,2507,43.5,,,89.2,,,,,3.87,384.85,1.37,0.95,69.0,2.1,2.62,4.17,1.4,68.3,66.3,,,,,,,,,,,
Pablo Maffeo,Mallorca,La Liga,2025/26,FB,27,2054,43.5,,,84.5,,,,,5.93,,3.46,2.2,42.6,3.07,1.6,5.63,,55.5,,0.08,2.62,0.97,1.97,2.47,0.26,,,,,
Pablo Maffeo,Mallorca,La Liga,2024/25,FB,26,2054,43.5,,,86.2,,,,,6.05,,3.53,2.24,43.5,3.13,1.63,5.74,,56.6,,0.08,2.67,0.99,2.01,2.52,0.27,,,,,
Toni Lato,Mallorca,La Liga,2025/26,FB,26,1599,43.5,,,83.7,,,,,3.8,,5.93,2.85,48.5,2.22,1.92,7.86,,54.0,,0.09,2.59,1.06,1.45,3.57,0.2,,,,,
Toni Lato,Mallorca,La Liga,2024/25,FB,25,1599,43.5,,,85.4,,,,,3.88,,6.05,2.91,49.5,2.26,1.96,8.02,,55.1,,0.09,2.64,1.08,1.48,3.64,0.2,,,,,
Mateu Morey,Mallorca,La Liga,2025/26,FB,24,2382,43.5,,,83.7,,,,,5.54,,4.02,1.83,61.5,1.82,2.63,5.6,,53.8,,0.17,1.1,1.55,0.58,1.67,0.59,,,,,
Mateu Morey,Mallorca,La Liga,2024/25,FB,23,2382,43.5,,,80.4,,,,,5.32,,3.86,1.76,59.0,1.75,2.52,5.38,,51.6,,0.16,1.06,1.49,0.56,1.6,0.57,,,,,
Johan Mojica,Mallorca,La Liga,2025/26,FB,31,717,43.5,,,81.1,,,,,3.76,,2.58,4.0,50.5,2.26,2.71,7.79,,62.1,,0.24,1.57,1.88,1.77,1.44,0.24,,,,,
Johan Mojica,Mallorca,La Liga,2024/25,FB,30,900,43.5,,,85.2,,,,,3.95,,2.71,4.2,53.0,2.37,2.85,8.18,,65.2,,0.25,1.65,1.97,1.86,1.51,0.25,,,,,
Samu Costa,Mallorca,La Liga,2025/26,CM,23,1171,43.5,,,91.1,,,,,6.28,,5.71,2.15,72.8,2.21,1.6,6.33,1.4,47.8,,0.26,2.38,1.35,2.49,,,0.14,,,,
Samu Costa,Mallorca,La Liga,2024/25,CM,22,1171,43.5,,,87.5,,,,,6.03,,5.48,2.06,69.9,2.12,1.54,6.08,1.34,45.9,,0.25,2.28,1.3,2.39,,,0.13,,,,
Sergi Darder,Mallorca,La Liga,2025/26,CM,30,1361,43.5,,,78.4,,,,,4.4,,4.85,3.16,61.0,3.93,1.87,6.26,1.77,56.1,,0.27,4.24,2.03,2.29,,,0.12,,,,
Sergi Darder,Mallorca,La Liga,2024/25,CM,29,1361,43.5,,,80.0,,,,,4.49,,4.95,3.22,62.2,4.01,1.91,6.39,1.81,57.2,,0.28,4.32,2.07,2.34,,,0.12,,,,
Dani Rodriguez,Mallorca,La Liga,2025/26,CM,36,989,43.5,,,84.9,,,,,6.98,,5.72,3.46,52.0,3.69,1.99,7.61,1.12,40.1,,0.1,1.73,1.02,2.13,,,0.15,,,,
Dani Rodriguez,Mallorca,La Liga,2024/25,CM,35,989,43.5,,,89.1,,,,,7.33,,6.01,3.63,54.6,3.87,2.09,7.99,1.18,42.1,,0.11,1.82,1.07,2.24,,,0.16,,,,
Manu Morlanes,Mallorca,La Liga,2025/26,CM,25,2534,43.5,,,76.8,,,,,5.38,,4.74,3.94,65.8,4.36,3.46,6.69,2.05,51.8,,0.19,2.46,2.13,2.21,,,0.21,,,,
Manu Morlanes,Mallorca,La Liga,2024/25,CM,24,2534,43.5,,,78.3,,,,,5.49,,4.83,4.02,67.1,4.45,3.53,6.82,2.09,52.8,,0.19,2.51,2.17,2.25,,,0.21,,,,
Omar Mascarell,Mallorca,La Liga,2025/26,CM,31,696,43.5,,,82.7,,,,,5.11,,5.94,1.84,72.6,4.39,2.36,5.05,1.44,59.8,,0.14,4.28,2.17,0.89,,,0.09,,,,
Omar Mascarell,Mallorca,La Liga,2024/25,CM,30,900,43.5,,,86.8,,,,,5.37,,6.24,1.93,76.2,4.61,2.48,5.3,1.51,62.8,,0.15,4.49,2.28,0.93,,,0.09,,,,
Antonio Sanchez,Mallorca,La Liga,2025/26,CM,27,2588,43.5,,,75.2,,,,,8.4,,6.48,3.69,56.7,2.32,2.35,8.75,2.29,49.8,,0.28,2.56,2.38,0.83,,,0.15,,,,
Antonio Sanchez,Mallorca,La Liga,2024/25,CM,26,2588,43.5,,,76.7,,,,,8.57,,6.61,3.76,57.8,2.37,2.4,8.93,2.34,50.8,,0.29,2.61,2.43,0.85,,,0.15,,,,
Takuma Asano,Mallorca,La Liga,2025/26,W,29,2435,43.5,,,,,,,,2.76,,,6.62,52.2,1.56,1.18,3.58,,,,0.18,5.06,2.12,,3.88,1.15,0.26,3.71,7.13,2.75,
Takuma Asano,Mallorca,La Liga,2024/25,W,28,2435,43.5,,,,,,,,2.82,,,6.75,53.2,1.59,1.2,3.65,,,,0.18,5.16,2.16,,3.96,1.17,0.27,3.78,7.27,2.81,
Javi Llabres,Mallorca,La Liga,2025/26,W,22,1381,43.5,,,,,,,,4.22,,,6.4,60.2,1.88,0.33,4.18,,,,0.36,3.55,2.19,,5.47,1.12,0.36,3.87,3.76,1.94,
Javi Llabres,Mallorca,La Liga,2024/25,W,21,1381,43.5,,,,,,,,4.05,,,6.14,57.8,1.8,0.32,4.01,,,,0.35,3.41,2.1,,5.25,1.08,0.35,3.72,3.61,1.86,
Valery Fernandez,Mallorca,La Liga,2025/26,W,24,938,43.5,,,,,,,,2.9,,,5.73,56.5,2.46,0.43,5.0,,,,0.37,5.26,1.22,,5.62,1.15,0.42,1.58,5.49,2.97,
Valery Fernandez,Mallorca,La Liga,2024/25,W,23,938,43.5,,,,,,,,2.78,,,5.5,54.2,2.36,0.41,4.8,,,,0.36,5.05,1.17,,5.4,1.1,0.4,1.52,5.27,2.85,
Chiquinho,Mallorca,La Liga,2025/26,W,24,3103,43.5,,,,,,,,5.17,,,5.73,41.8,0.77,0.69,3.98,,,,0.17,5.26,2.47,,3.88,1.12,0.22,1.93,5.88,2.83,
Chiquinho,Mallorca,La Liga,2024/25,W,23,3103,43.5,,,,,,,,4.96,,,5.5,40.1,0.74,0.66,3.82,,,,0.16,5.05,2.37,,3.72,1.08,0.21,1.85,5.64,2.72,
Vedat Muriqi,Mallorca,La Liga,2025/26,ST,30,3071,43.5,,,77.8,,,,,,,,,,0.45,,3.43,,33.4,,0.19,2.12,1.35,,,0.26,0.49,4.37,6.68,2.26,54.2
Vedat Muriqi,Mallorca,La Liga,2024/25,ST,29,3071,43.5,,,79.4,,,,,,,,,,0.46,,3.5,,34.1,,0.19,2.16,1.38,,,0.27,0.5,4.46,6.81,2.31,55.3
Cyle Larin,Mallorca,La Liga,2025/26,ST,29,1296,43.5,,,71.5,,,,,,,,,,0.99,,2.91,,49.6,,0.12,3.47,0.88,,,0.13,0.59,4.8,5.95,1.22,52.8
Cyle Larin,Mallorca,La Liga,2024/25,ST,28,1296,43.5,,,72.9,,,,,,,,,,1.01,,2.97,,50.6,,0.12,3.54,0.9,,,0.13,0.6,4.9,6.07,1.24,53.9
Abdon Prats,Mallorca,La Liga,2025/26,ST,31,1005,43.5,,,78.3,,,,,,,,,,0.7,,3.12,,37.8,,0.16,2.5,1.99,,,0.69,0.62,2.12,8.74,2.48,45.9
Abdon Prats,Mallorca,La Liga,2024/25,ST,30,1005,43.5,,,82.2,,,,,,,,,,0.73,,3.28,,39.7,,0.17,2.62,2.09,,,0.72,0.65,2.23,9.18,2.6,48.2
Jasper Cillessen,Las Palmas,La Liga,2025/26,GK,35,1333,58.0,0.14,65.5,80.5,40.5,1.95,6.8,14.1,,,,,,,,,,,,,,,,,,,,,,
Jasper Cillessen,Las Palmas,La Liga,2024/25,GK,34,1333,58.0,0.15,68.8,84.5,42.5,2.05,10.0,14.8,,,,,,,,,,,,,,,,,,,,,,
Dinko Horkas,Las Palmas,La Liga,2025/26,GK,25,2825,58.0,0.29,66.5,62.2,37.8,1.7,10.8,13.5,,,,,,,,,,,,,,,,,,,,,,
Dinko Horkas,Las Palmas,La Liga,2024/25,GK,24,2825,58.0,0.3,67.8,63.4,38.6,1.73,11.0,13.77,,,,,,,,,,,,,,,,,,,,,,
Mika Marmol,Las Palmas,La Liga,2025/26,CB,23,1892,58.0,,,94.9,,,,,5.48,390.6,4.54,1.43,42.1,3.02,3.15,6.89,1.87,54.3,70.5,,,,,,,,,,,
Mika Marmol,Las Palmas,La Liga,2024/25,CB,22,1892,58.0,,,91.1,,,,,5.26,374.98,4.36,1.37,40.4,2.9,3.02,6.61,1.8,52.1,67.7,,,,,,,,,,,
Scott McKenna,Las Palmas,La Liga,2025/26,CB,27,3175,58.0,,,90.9,,,,,2.25,342.2,5.0,2.11,51.8,3.33,2.76,4.55,1.97,62.9,62.5,,,,,,,,,,,
Scott McKenna,Las Palmas,La Liga,2024/25,CB,26,3175,58.0,,,92.7,,,,,2.29,349.04,5.1,2.15,52.8,3.4,2.82,4.64,2.01,64.2,63.8,,,,,,,,,,,
Alex Suarez,Las Palmas,La Liga,2025/26,CB,31,2478,58.0,,,92.1,,,,,5.67,373.2,2.43,1.37,76.7,1.55,2.88,6.94,1.29,74.0,56.4,,,,,,,,,,,
Alex Suarez,Las Palmas,La Liga,2024/25,CB,30,2478,58.0,,,96.7,,,,,5.95,391.86,2.55,1.44,80.5,1.63,3.02,7.29,1.35,77.7,59.2,,,,,,,,,,,
Juanma Herzog,Las Palmas,La Liga,2025/26,CB,20,632,58.0,,,90.0,,,,,5.83,265.2,4.19,1.82,58.1,2.6,1.53,4.87,1.33,66.8,75.5,,,,,,,,,,,
Juanma Herzog,Las Palmas,La Liga,2024/25,CB,19,900,58.0,,,82.8,,,,,5.36,243.98,3.85,1.67,53.5,2.39,1.41,4.48,1.22,61.5,69.5,,,,,,,,,,,
Alex Munoz,Las Palmas,La Liga,2025/26,FB,29,1589,58.0,,,76.5,,,,,5.15,,5.91,2.68,57.1,3.45,1.33,7.71,,45.1,,0.2,1.52,1.71,1.42,2.02,0.21,,,,,
Alex Munoz,Las Palmas,La Liga,2024/25,FB,28,1589,58.0,,,78.0,,,,,5.25,,6.03,2.73,58.2,3.52,1.36,7.86,,46.0,,0.2,1.55,1.74,1.45,2.06,0.21,,,,,
Marvin Park,Las Palmas,La Liga,2025/26,FB,24,883,58.0,,,78.9,,,,,6.67,,4.04,2.29,49.7,2.16,1.99,5.56,,51.3,,0.21,2.81,1.09,0.76,1.67,0.34,,,,,
Marvin Park,Las Palmas,La Liga,2024/25,FB,23,900,58.0,,,75.7,,,,,6.4,,3.88,2.2,47.7,2.07,1.91,5.34,,49.2,,0.2,2.7,1.05,0.73,1.6,0.33,,,,,
Daley Sinkgraven,Las Palmas,La Liga,2025/26,FB,29,1027,58.0,,,73.1,,,,,5.46,,5.26,2.6,57.1,2.96,1.64,6.65,,52.4,,0.2,1.96,1.77,0.66,3.99,0.45,,,,,
Daley Sinkgraven,Las Palmas,La Liga,2024/25,FB,28,1027,58.0,,,74.6,,,,,5.57,,5.37,2.65,58.2,3.02,1.67,6.78,,53.4,,0.2,2.0,1.81,0.67,4.07,0.46,,,,,
Viti Rozada,Las Palmas,La Liga,2025/26,FB,26,1766,58.0,,,80.0,,,,,4.61,,5.92,2.07,66.4,3.52,2.8,6.27,,50.3,,0.19,2.0,0.69,1.82,1.19,0.46,,,,,
Viti Rozada,Las Palmas,La Liga,2024/25,FB,25,1766,58.0,,,81.6,,,,,4.7,,6.04,2.11,67.7,3.59,2.86,6.4,,51.3,,0.19,2.04,0.7,1.86,1.21,0.47,,,,,
Kirian Rodriguez,Las Palmas,La Liga,2025/26,CM,28,2929,58.0,,,79.2,,,,,6.71,,4.81,3.38,72.0,4.34,2.96,8.69,2.04,41.1,,0.16,2.54,2.32,1.85,,,0.07,,,,
Kirian Rodriguez,Las Palmas,La Liga,2024/25,CM,27,2929,58.0,,,80.8,,,,,6.84,,4.91,3.45,73.4,4.43,3.02,8.86,2.08,41.9,,0.16,2.59,2.37,1.89,,,0.07,,,,
Javi Munoz,Las Palmas,La Liga,2025/26,CM,29,1604,58.0,,,85.2,,,,,5.59,,4.04,3.91,59.3,4.4,1.34,6.22,2.15,60.0,,0.09,1.82,1.98,1.53,,,0.11,,,,
Javi Munoz,Las Palmas,La Liga,2024/25,CM,28,1604,58.0,,,86.9,,,,,5.7,,4.12,3.99,60.5,4.49,1.37,6.34,2.19,61.2,,0.09,1.86,2.02,1.56,,,0.11,,,,
Enzo Loiodice,Las Palmas,La Liga,2025/26,CM,23,3161,58.0,,,80.5,,,,,5.44,,6.99,2.36,52.3,1.81,1.05,8.82,1.87,47.6,,0.14,3.35,1.99,2.27,,,0.2,,,,
Enzo Loiodice,Las Palmas,La Liga,2024/25,CM,22,3161,58.0,,,77.3,,,,,5.22,,6.71,2.27,50.2,1.74,1.01,8.47,1.8,45.7,,0.13,3.22,1.91,2.18,,,0.19,,,,
Jose Campana,Las Palmas,La Liga,2025/26,CM,31,660,58.0,,,81.9,,,,,6.68,,6.81,2.47,73.3,1.88,2.52,7.91,1.22,58.9,,0.17,3.42,1.92,1.2,,,0.16,,,,
Jose Campana,Las Palmas,La Liga,2024/25,CM,30,900,58.0,,,86.0,,,,,7.01,,7.15,2.59,77.0,1.97,2.65,8.31,1.28,61.8,,0.18,3.59,2.02,1.26,,,0.17,,,,
Fabio Gonzalez,Las Palmas,La Liga,2025/26,CM,27,857,58.0,,,84.8,,,,,7.77,,3.62,2.11,47.2,3.92,3.11,6.56,1.47,64.2,,0.18,3.54,2.36,0.68,,,0.06,,,,
Fabio Gonzalez,Las Palmas,La Liga,2024/25,CM,26,900,58.0,,,86.5,,,,,7.93,,3.69,2.15,48.1,4.0,3.17,6.69,1.5,65.5,,0.18,3.61,2.41,0.69,,,0.06,,,,
Dario Essugo,Las Palmas,La Liga,2025/26,CM,19,2917,58.0,,,89.1,,,,,7.61,,5.47,2.51,70.6,4.44,2.57,7.47,1.81,51.8,,0.17,4.37,2.45,2.07,,,0.15,,,,
Dario Essugo,Las Palmas,La Liga,2024/25,CM,18,2479,58.0,,,82.0,,,,,7.0,,5.03,2.31,65.0,4.08,2.36,6.87,1.67,47.7,,0.16,4.02,2.25,1.9,,,0.14,,,,
Sandro Ramirez,Las Palmas,La Liga,2025/26,W,29,1566,58.0,,,,,,,,5.3,,,3.29,35.5,1.43,1.06,4.09,,,,0.27,3.34,1.61,,4.13,1.1,0.4,2.54,3.06,3.27,
Sandro Ramirez,Las Palmas,La Liga,2024/25,W,28,1566,58.0,,,,,,,,5.41,,,3.36,36.2,1.46,1.08,4.17,,,,0.28,3.41,1.64,,4.21,1.12,0.41,2.59,3.12,3.34,
Adnan Januzaj,Las Palmas,La Liga,2025/26,W,29,2250,58.0,,,,,,,,2.13,,,5.8,48.4,1.38,0.58,3.14,,,,0.27,5.22,1.14,,3.43,0.54,0.2,3.71,5.5,1.36,
Adnan Januzaj,Las Palmas,La Liga,2024/25,W,28,2250,58.0,,,,,,,,2.17,,,5.92,49.4,1.41,0.59,3.2,,,,0.28,5.32,1.16,,3.5,0.55,0.2,3.78,5.61,1.39,
Benito Ramirez,Las Palmas,La Liga,2025/26,W,29,2709,58.0,,,,,,,,4.88,,,4.21,59.9,0.84,1.33,2.51,,,,0.21,4.91,2.4,,6.04,0.62,0.23,1.51,5.39,3.07,
Benito Ramirez,Las Palmas,La Liga,2024/25,W,28,2709,58.0,,,,,,,,4.98,,,4.29,61.1,0.86,1.36,2.56,,,,0.21,5.01,2.45,,6.16,0.63,0.23,1.54,5.5,3.13,
Pejino,Las Palmas,La Liga,2025/26,W,28,2180,58.0,,,,,,,,3.58,,,5.88,61.3,2.08,0.41,3.11,,,,0.36,4.94,1.95,,5.02,0.9,0.27,2.48,7.4,1.44,
Pejino,Las Palmas,La Liga,2024/25,W,27,2180,58.0,,,,,,,,3.65,,,6.0,62.5,2.12,0.42,3.17,,,,0.37,5.04,1.99,,5.12,0.92,0.28,2.53,7.55,1.47,
Oli McBurnie,Las Palmas,La Liga,2025/26,ST,28,2483,58.0,,,72.4,,,,,,,,,,0.99,,3.05,,35.4,,0.08,1.83,1.2,,,0.63,0.34,2.78,4.51,1.44,44.7
Oli McBurnie,Las Palmas,La Liga,2024/25,ST,27,2483,58.0,,,73.8,,,,,,,,,,1.01,,3.11,,36.1,,0.08,1.87,1.22,,,0.64,0.35,2.84,4.6,1.47,45.6
Jaime Mata,Las Palmas,La Liga,2025/26,ST,35,2756,58.0,,,67.4,,,,,,,,,,1.34,,1.02,,48.7,,0.22,3.5,1.02,,,0.68,0.32,2.42,4.67,1.03,42.3
Jaime Mata,Las Palmas,La Liga,2024/25,ST,34,2756,58.0,,,70.8,,,,,,,,,,1.41,,1.07,,51.1,,0.23,3.68,1.07,,,0.71,0.34,2.54,4.9,1.08,44.4
Marc Cardona,Las Palmas,La Liga,2025/26,ST,29,2434,58.0,,,72.9,,,,,,,,,,0.98,,3.3,,51.6,,0.06,3.43,1.37,,,0.71,0.59,3.45,7.86,1.63,54.0
Marc Cardona,Las Palmas,La Liga,2024/25,ST,28,2434,58.0,,,74.4,,,,,,,,,,1.0,,3.37,,52.6,,0.06,3.5,1.4,,,0.72,0.6,3.52,8.02,1.66,55.1
Fabio Silva,Las Palmas,La Liga,2025/26,ST,22,1849,58.0,,,69.2,,,,,,,,,,0.42,,2.02,,31.4,,0.1,3.28,1.48,,,0.17,0.74,3.32,6.07,1.07,51.0
Fabio Silva,Las Palmas,La Liga,2024/25,ST,21,1849,58.0,,,66.4,,,,,,,,,,0.4,,1.94,,30.1,,0.1,3.15,1.42,,,0.16,0.71,3.19,5.83,1.03,49.0
Antonio Sivera,Alaves,La Liga,2025/26,GK,28,1194,44.0,0.07,67.9,72.0,40.8,2.23,5.8,15.2,,,,,,,,,,,,,,,,,,,,,,
Antonio Sivera,Alaves,La Liga,2024/25,GK,27,1194,44.0,0.07,69.3,73.4,41.6,2.27,10.0,15.5,,,,,,,,,,,,,,,,,,,,,,
Jesus Owono,Alaves,La Liga,2025/26,GK,23,2659,44.0,-0.03,64.2,71.5,58.4,0.62,6.3,11.8,,,,,,,,,,,,,,,,,,,,,,
Jesus Owono,Alaves,La Liga,2024/25,GK,22,2659,44.0,0.0,61.6,68.6,56.1,0.6,10.0,11.33,,,,,,,,,,,,,,,,,,,,,,
Abdel Abqar,Alaves,La Liga,2025/26,CB,25,2758,44.0,,,91.0,,,,,4.67,454.7,2.81,1.25,79.2,3.43,3.28,6.52,2.69,70.9,84.4,,,,,,,,,,,
Abdel Abqar,Alaves,La Liga,2024/25,CB,24,2758,44.0,,,92.8,,,,,4.76,463.79,2.87,1.27,80.8,3.5,3.35,6.65,2.74,72.3,86.1,,,,,,,,,,,
Aleksandar Sedlar,Alaves,La Liga,2025/26,CB,32,2239,44.0,,,90.3,,,,,4.65,370.9,4.57,1.44,55.6,1.56,1.4,5.77,1.49,56.0,56.1,,,,,,,,,,,
Aleksandar Sedlar,Alaves,La Liga,2024/25,CB,31,2239,44.0,,,94.8,,,,,4.88,389.44,4.8,1.51,58.4,1.64,1.47,6.06,1.56,58.8,58.9,,,,,,,,,,,
Santiago Mourino,Alaves,La Liga,2025/26,CB,22,1702,44.0,,,82.5,,,,,5.59,272.0,1.68,1.4,75.6,3.36,1.16,4.42,1.14,66.7,84.8,,,,,,,,,,,
Santiago Mourino,Alaves,La Liga,2024/25,CB,21,1702,44.0,,,79.2,,,,,5.37,261.12,1.61,1.34,72.6,3.23,1.11,4.24,1.09,64.0,81.4,,,,,,,,,,,
Facundo Garces,Alaves,La Liga,2025/26,CB,24,1389,44.0,,,75.1,,,,,4.58,490.6,4.09,1.27,48.7,1.7,3.0,5.54,1.9,74.2,63.7,,,,,,,,,,,
Facundo Garces,Alaves,La Liga,2024/25,CB,23,1389,44.0,,,72.1,,,,,4.4,470.98,3.93,1.22,46.8,1.63,2.88,5.32,1.82,71.2,61.2,,,,,,,,,,,
Nahuel Tenaglia,Alaves,La Liga,2025/26,FB,28,3072,44.0,,,71.9,,,,,4.72,,3.34,3.97,40.4,1.63,1.17,7.43,,41.5,,0.1,1.03,1.82,0.88,1.59,0.24,,,,,
Nahuel Tenaglia,Alaves,La Liga,2024/25,FB,27,3072,44.0,,,73.3,,,,,4.81,,3.41,4.05,41.2,1.66,1.19,7.58,,42.3,,0.1,1.05,1.86,0.9,1.62,0.24,,,,,
Manu Sanchez,Alaves,La Liga,2025/26,FB,24,2614,44.0,,,70.6,,,,,6.12,,2.18,3.63,69.3,1.87,2.19,5.78,,64.0,,0.24,2.24,0.81,1.13,2.41,0.12,,,,,
Manu Sanchez,Alaves,La Liga,2024/25,FB,23,2614,44.0,,,67.8,,,,,5.88,,2.09,3.48,66.5,1.8,2.1,5.55,,61.4,,0.23,2.15,0.78,1.08,2.31,0.12,,,,,
Hugo Novoa,Alaves,La Liga,2025/26,FB,21,2344,44.0,,,76.4,,,,,5.62,,3.72,4.15,66.3,1.51,1.68,5.78,,60.9,,0.17,1.57,1.38,1.55,3.21,0.24,,,,,
Hugo Novoa,Alaves,La Liga,2024/25,FB,20,2344,44.0,,,70.3,,,,,5.17,,3.42,3.82,61.0,1.39,1.55,5.32,,56.0,,0.16,1.44,1.27,1.43,2.95,0.22,,,,,
Moussa Diarra,Alaves,La Liga,2025/26,FB,23,2575,44.0,,,73.0,,,,,3.62,,5.04,3.75,46.0,3.34,2.74,5.99,,40.6,,0.06,1.83,1.13,1.82,1.13,0.51,,,,,
Moussa Diarra,Alaves,La Liga,2024/25,FB,22,2575,44.0,,,70.1,,,,,3.48,,4.84,3.6,44.2,3.21,2.63,5.75,,39.0,,0.06,1.76,1.08,1.75,1.08,0.49,,,,,
